action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,call_nbr,type_desc,detail_desc,business_desc
3697005161,inbound,6,customer_id,"""{\""action\"": {\""call_nbr\"": \""QSGBOTIDJHWPTMQUHIKN\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""46\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_22_46,call_purpose,cti,3696969600,QSGBOTIDJHWPTMQUHIKN,22,46,2
3697005161,inbound,31,customer_id,"""{\""action\"": {\""call_nbr\"": \""QSGBOTIDJHWPTMQUHIKN\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""46\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_22_46,call_purpose,cti,3696969600,QSGBOTIDJHWPTMQUHIKN,22,46,2
3697009285,inbound,18,customer_id,"""{\""action\"": {\""call_nbr\"": \""HXGWXMJPJWZOXPEOIFVS\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""283\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_283,call_purpose,cti,3696969600,HXGWXMJPJWZOXPEOIFVS,2,283,2
3697009285,inbound,43,customer_id,"""{\""action\"": {\""call_nbr\"": \""HXGWXMJPJWZOXPEOIFVS\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""283\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_283,call_purpose,cti,3696969600,HXGWXMJPJWZOXPEOIFVS,2,283,2
3697021675,inbound,6,customer_id,"""{\""action\"": {\""call_nbr\"": \""AQGMYLJNGQPHKFMYSYPY\""}, \""object\"": {\""type_desc\"": \""18\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_18_80,call_purpose,cti,3696969600,AQGMYLJNGQPHKFMYSYPY,18,80,2
3697021675,inbound,31,customer_id,"""{\""action\"": {\""call_nbr\"": \""AQGMYLJNGQPHKFMYSYPY\""}, \""object\"": {\""type_desc\"": \""18\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_18_80,call_purpose,cti,3696969600,AQGMYLJNGQPHKFMYSYPY,18,80,2
3697023174,inbound,4,customer_id,"""{\""action\"": {\""call_nbr\"": \""TBZLRDKEWYWGZBIPOYHA\""}, \""object\"": {\""type_desc\"": \""11\"", \""detail_desc\"": \""105\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_11_105,call_purpose,cti,3696969600,TBZLRDKEWYWGZBIPOYHA,11,105,1
3697023174,inbound,29,customer_id,"""{\""action\"": {\""call_nbr\"": \""TBZLRDKEWYWGZBIPOYHA\""}, \""object\"": {\""type_desc\"": \""11\"", \""detail_desc\"": \""105\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_11_105,call_purpose,cti,3696969600,TBZLRDKEWYWGZBIPOYHA,11,105,1
3697028027,inbound,16,customer_id,"""{\""action\"": {\""call_nbr\"": \""TMUYLQMMONGHMGDHNVIW\""}, \""object\"": {\""type_desc\"": \""21\"", \""detail_desc\"": \""234\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_21_234,call_purpose,cti,3696969600,TMUYLQMMONGHMGDHNVIW,21,234,1
3697028027,inbound,41,customer_id,"""{\""action\"": {\""call_nbr\"": \""TMUYLQMMONGHMGDHNVIW\""}, \""object\"": {\""type_desc\"": \""21\"", \""detail_desc\"": \""234\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_21_234,call_purpose,cti,3696969600,TMUYLQMMONGHMGDHNVIW,21,234,1
3697033597,inbound,17,customer_id,"""{\""action\"": {\""call_nbr\"": \""NKEAWQBELBWMFNLCEMET\""}, \""object\"": {\""type_desc\"": \""20\"", \""detail_desc\"": \""243\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_20_243,call_purpose,cti,3696969600,NKEAWQBELBWMFNLCEMET,20,243,0
3697033597,inbound,42,customer_id,"""{\""action\"": {\""call_nbr\"": \""NKEAWQBELBWMFNLCEMET\""}, \""object\"": {\""type_desc\"": \""20\"", \""detail_desc\"": \""243\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_20_243,call_purpose,cti,3696969600,NKEAWQBELBWMFNLCEMET,20,243,0
3697034384,inbound,8,customer_id,"""{\""action\"": {\""call_nbr\"": \""OXLSCDITRMTASUMRCGRS\""}, \""object\"": {\""type_desc\"": \""3\"", \""detail_desc\"": \""78\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_3_78,call_purpose,cti,3696969600,OXLSCDITRMTASUMRCGRS,3,78,0
3697034384,inbound,33,customer_id,"""{\""action\"": {\""call_nbr\"": \""OXLSCDITRMTASUMRCGRS\""}, \""object\"": {\""type_desc\"": \""3\"", \""detail_desc\"": \""78\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_3_78,call_purpose,cti,3696969600,OXLSCDITRMTASUMRCGRS,3,78,0
3697044034,inbound,22,customer_id,"""{\""action\"": {\""call_nbr\"": \""HILNEETOENUDOZTSEXBM\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""227\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_227,call_purpose,cti,3696969600,HILNEETOENUDOZTSEXBM,2,227,2
3697044034,inbound,47,customer_id,"""{\""action\"": {\""call_nbr\"": \""HILNEETOENUDOZTSEXBM\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""227\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_227,call_purpose,cti,3696969600,HILNEETOENUDOZTSEXBM,2,227,2
3697045198,inbound,9,customer_id,"""{\""action\"": {\""call_nbr\"": \""DFSONLGTRSILLZDFOICM\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""256\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_9_256,call_purpose,cti,3696969600,DFSONLGTRSILLZDFOICM,9,256,1
3697045198,inbound,34,customer_id,"""{\""action\"": {\""call_nbr\"": \""DFSONLGTRSILLZDFOICM\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""256\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_9_256,call_purpose,cti,3696969600,DFSONLGTRSILLZDFOICM,9,256,1
3697067503,inbound,16,customer_id,"""{\""action\"": {\""call_nbr\"": \""RJOCDCVMYFGTFYVHIBMG\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""207\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_28_207,call_purpose,cti,3696969600,RJOCDCVMYFGTFYVHIBMG,28,207,2
3697067503,inbound,41,customer_id,"""{\""action\"": {\""call_nbr\"": \""RJOCDCVMYFGTFYVHIBMG\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""207\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_28_207,call_purpose,cti,3696969600,RJOCDCVMYFGTFYVHIBMG,28,207,2
3697068276,inbound,25,customer_id,"""{\""action\"": {\""call_nbr\"": \""OFJFJVAOKRXKPBTCQSRF\""}, \""object\"": {\""type_desc\"": \""6\"", \""detail_desc\"": \""160\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_6_160,call_purpose,cti,3696969600,OFJFJVAOKRXKPBTCQSRF,6,160,2
3697068276,inbound,50,customer_id,"""{\""action\"": {\""call_nbr\"": \""OFJFJVAOKRXKPBTCQSRF\""}, \""object\"": {\""type_desc\"": \""6\"", \""detail_desc\"": \""160\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_6_160,call_purpose,cti,3696969600,OFJFJVAOKRXKPBTCQSRF,6,160,2
3697071795,inbound,23,customer_id,"""{\""action\"": {\""call_nbr\"": \""MBNZYQKLLZIVCAMXSGVW\""}, \""object\"": {\""type_desc\"": \""14\"", \""detail_desc\"": \""56\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_14_56,call_purpose,cti,3696969600,MBNZYQKLLZIVCAMXSGVW,14,56,1
3697071795,inbound,48,customer_id,"""{\""action\"": {\""call_nbr\"": \""MBNZYQKLLZIVCAMXSGVW\""}, \""object\"": {\""type_desc\"": \""14\"", \""detail_desc\"": \""56\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_14_56,call_purpose,cti,3696969600,MBNZYQKLLZIVCAMXSGVW,14,56,1
3697078611,inbound,17,customer_id,"""{\""action\"": {\""call_nbr\"": \""DRBGDJYRXBIKHKQBMRDK\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""150\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_22_150,call_purpose,cti,3696969600,DRBGDJYRXBIKHKQBMRDK,22,150,1
3697078611,inbound,42,customer_id,"""{\""action\"": {\""call_nbr\"": \""DRBGDJYRXBIKHKQBMRDK\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""150\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_22_150,call_purpose,cti,3696969600,DRBGDJYRXBIKHKQBMRDK,22,150,1
3697085777,inbound,4,customer_id,"""{\""action\"": {\""call_nbr\"": \""REUBEXPIBHWXJZZTXYCM\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""279\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_9_279,call_purpose,cti,3696969600,REUBEXPIBHWXJZZTXYCM,9,279,2
3697085777,inbound,29,customer_id,"""{\""action\"": {\""call_nbr\"": \""REUBEXPIBHWXJZZTXYCM\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""279\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_9_279,call_purpose,cti,3696969600,REUBEXPIBHWXJZZTXYCM,9,279,2
3697103262,inbound,6,customer_id,"""{\""action\"": {\""call_nbr\"": \""MLTHIIVYJCUEEEZZRMGP\""}, \""object\"": {\""type_desc\"": \""3\"", \""detail_desc\"": \""157\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_3_157,call_purpose,cti,3696969600,MLTHIIVYJCUEEEZZRMGP,3,157,2
3697103262,inbound,31,customer_id,"""{\""action\"": {\""call_nbr\"": \""MLTHIIVYJCUEEEZZRMGP\""}, \""object\"": {\""type_desc\"": \""3\"", \""detail_desc\"": \""157\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_3_157,call_purpose,cti,3696969600,MLTHIIVYJCUEEEZZRMGP,3,157,2
3697116414,inbound,10,customer_id,"""{\""action\"": {\""call_nbr\"": \""IXJARBAIWDGCAEFNILSU\""}, \""object\"": {\""type_desc\"": \""16\"", \""detail_desc\"": \""75\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_16_75,call_purpose,cti,3696969600,IXJARBAIWDGCAEFNILSU,16,75,0
3697116414,inbound,35,customer_id,"""{\""action\"": {\""call_nbr\"": \""IXJARBAIWDGCAEFNILSU\""}, \""object\"": {\""type_desc\"": \""16\"", \""detail_desc\"": \""75\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_16_75,call_purpose,cti,3696969600,IXJARBAIWDGCAEFNILSU,16,75,0
3697127734,inbound,21,customer_id,"""{\""action\"": {\""call_nbr\"": \""WLNLUEJNXJOTEZIJFILC\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""162\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_17_162,call_purpose,cti,3696969600,WLNLUEJNXJOTEZIJFILC,17,162,0
3697127734,inbound,46,customer_id,"""{\""action\"": {\""call_nbr\"": \""WLNLUEJNXJOTEZIJFILC\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""162\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_17_162,call_purpose,cti,3696969600,WLNLUEJNXJOTEZIJFILC,17,162,0
3697129255,inbound,13,customer_id,"""{\""action\"": {\""call_nbr\"": \""NJGTLKWKMTWFRJCNYFFS\""}, \""object\"": {\""type_desc\"": \""27\"", \""detail_desc\"": \""154\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_27_154,call_purpose,cti,3696969600,NJGTLKWKMTWFRJCNYFFS,27,154,0
3697129255,inbound,38,customer_id,"""{\""action\"": {\""call_nbr\"": \""NJGTLKWKMTWFRJCNYFFS\""}, \""object\"": {\""type_desc\"": \""27\"", \""detail_desc\"": \""154\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_27_154,call_purpose,cti,3696969600,NJGTLKWKMTWFRJCNYFFS,27,154,0
3697132134,inbound,21,customer_id,"""{\""action\"": {\""call_nbr\"": \""KOFPWCDOFWMTEYTZDXGV\""}, \""object\"": {\""type_desc\"": \""8\"", \""detail_desc\"": \""65\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_8_65,call_purpose,cti,3696969600,KOFPWCDOFWMTEYTZDXGV,8,65,2
3697132134,inbound,46,customer_id,"""{\""action\"": {\""call_nbr\"": \""KOFPWCDOFWMTEYTZDXGV\""}, \""object\"": {\""type_desc\"": \""8\"", \""detail_desc\"": \""65\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_8_65,call_purpose,cti,3696969600,KOFPWCDOFWMTEYTZDXGV,8,65,2
3697142450,inbound,21,customer_id,"""{\""action\"": {\""call_nbr\"": \""OZFQCCENYDCQVVUBZENZ\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""51\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_22_51,call_purpose,cti,3696969600,OZFQCCENYDCQVVUBZENZ,22,51,0
3697142450,inbound,46,customer_id,"""{\""action\"": {\""call_nbr\"": \""OZFQCCENYDCQVVUBZENZ\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""51\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_22_51,call_purpose,cti,3696969600,OZFQCCENYDCQVVUBZENZ,22,51,0
3697158288,inbound,8,customer_id,"""{\""action\"": {\""call_nbr\"": \""KMKMNTQEICYFOOUBVJSU\""}, \""object\"": {\""type_desc\"": \""12\"", \""detail_desc\"": \""122\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_12_122,call_purpose,cti,3696969600,KMKMNTQEICYFOOUBVJSU,12,122,1
3697158288,inbound,33,customer_id,"""{\""action\"": {\""call_nbr\"": \""KMKMNTQEICYFOOUBVJSU\""}, \""object\"": {\""type_desc\"": \""12\"", \""detail_desc\"": \""122\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_12_122,call_purpose,cti,3696969600,KMKMNTQEICYFOOUBVJSU,12,122,1
3697166097,inbound,22,customer_id,"""{\""action\"": {\""call_nbr\"": \""UTNJTFAHLVAQSZVRWRJM\""}, \""object\"": {\""type_desc\"": \""25\"", \""detail_desc\"": \""44\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_25_44,call_purpose,cti,3696969600,UTNJTFAHLVAQSZVRWRJM,25,44,0
3697166097,inbound,47,customer_id,"""{\""action\"": {\""call_nbr\"": \""UTNJTFAHLVAQSZVRWRJM\""}, \""object\"": {\""type_desc\"": \""25\"", \""detail_desc\"": \""44\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_25_44,call_purpose,cti,3696969600,UTNJTFAHLVAQSZVRWRJM,25,44,0
3697166160,inbound,18,customer_id,"""{\""action\"": {\""call_nbr\"": \""ZJRNUKEOMNDHQHRCUEII\""}, \""object\"": {\""type_desc\"": \""7\"", \""detail_desc\"": \""188\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_7_188,call_purpose,cti,3696969600,ZJRNUKEOMNDHQHRCUEII,7,188,2
3697166160,inbound,43,customer_id,"""{\""action\"": {\""call_nbr\"": \""ZJRNUKEOMNDHQHRCUEII\""}, \""object\"": {\""type_desc\"": \""7\"", \""detail_desc\"": \""188\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_7_188,call_purpose,cti,3696969600,ZJRNUKEOMNDHQHRCUEII,7,188,2
3697167900,inbound,10,customer_id,"""{\""action\"": {\""call_nbr\"": \""MDKIBEDIZRENJGBPOPOH\""}, \""object\"": {\""type_desc\"": \""23\"", \""detail_desc\"": \""165\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_23_165,call_purpose,cti,3696969600,MDKIBEDIZRENJGBPOPOH,23,165,1
3697167900,inbound,35,customer_id,"""{\""action\"": {\""call_nbr\"": \""MDKIBEDIZRENJGBPOPOH\""}, \""object\"": {\""type_desc\"": \""23\"", \""detail_desc\"": \""165\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_23_165,call_purpose,cti,3696969600,MDKIBEDIZRENJGBPOPOH,23,165,1
3697175937,inbound,11,customer_id,"""{\""action\"": {\""call_nbr\"": \""GXZTNTISCYNMVFUOQUUF\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_13_80,call_purpose,cti,3696969600,GXZTNTISCYNMVFUOQUUF,13,80,1
3697175937,inbound,36,customer_id,"""{\""action\"": {\""call_nbr\"": \""GXZTNTISCYNMVFUOQUUF\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_13_80,call_purpose,cti,3696969600,GXZTNTISCYNMVFUOQUUF,13,80,1
3697178877,inbound,17,customer_id,"""{\""action\"": {\""call_nbr\"": \""BYGZGKVNDSMYFXCTONDC\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""220\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_13_220,call_purpose,cti,3696969600,BYGZGKVNDSMYFXCTONDC,13,220,1
3697178877,inbound,42,customer_id,"""{\""action\"": {\""call_nbr\"": \""BYGZGKVNDSMYFXCTONDC\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""220\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_13_220,call_purpose,cti,3696969600,BYGZGKVNDSMYFXCTONDC,13,220,1
3697186790,inbound,23,customer_id,"""{\""action\"": {\""call_nbr\"": \""DXKVKTJSXIYAGVAAPHHX\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""248\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_28_248,call_purpose,cti,3696969600,DXKVKTJSXIYAGVAAPHHX,28,248,2
3697186790,inbound,48,customer_id,"""{\""action\"": {\""call_nbr\"": \""DXKVKTJSXIYAGVAAPHHX\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""248\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_28_248,call_purpose,cti,3696969600,DXKVKTJSXIYAGVAAPHHX,28,248,2
3697190701,inbound,12,customer_id,"""{\""action\"": {\""call_nbr\"": \""MQCWRLLGTVCVYQPYKNAP\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""246\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_15_246,call_purpose,cti,3696969600,MQCWRLLGTVCVYQPYKNAP,15,246,0
3697190701,inbound,37,customer_id,"""{\""action\"": {\""call_nbr\"": \""MQCWRLLGTVCVYQPYKNAP\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""246\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_15_246,call_purpose,cti,3696969600,MQCWRLLGTVCVYQPYKNAP,15,246,0
3697191767,inbound,5,customer_id,"""{\""action\"": {\""call_nbr\"": \""RVHRHZHUNGEFRPUKIGLT\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""29\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_0_29,call_purpose,cti,3696969600,RVHRHZHUNGEFRPUKIGLT,0,29,0
3697191767,inbound,30,customer_id,"""{\""action\"": {\""call_nbr\"": \""RVHRHZHUNGEFRPUKIGLT\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""29\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_0_29,call_purpose,cti,3696969600,RVHRHZHUNGEFRPUKIGLT,0,29,0
3697207957,inbound,24,customer_id,"""{\""action\"": {\""call_nbr\"": \""XYOFGJOEOZBAMQXKTCVM\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""233\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_13_233,call_purpose,cti,3696969600,XYOFGJOEOZBAMQXKTCVM,13,233,2
3697207957,inbound,49,customer_id,"""{\""action\"": {\""call_nbr\"": \""XYOFGJOEOZBAMQXKTCVM\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""233\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_13_233,call_purpose,cti,3696969600,XYOFGJOEOZBAMQXKTCVM,13,233,2
3697216861,inbound,5,customer_id,"""{\""action\"": {\""call_nbr\"": \""WTLSXFPBOOQBGEKCNQUJ\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""53\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_17_53,call_purpose,cti,3696969600,WTLSXFPBOOQBGEKCNQUJ,17,53,1
3697216861,inbound,30,customer_id,"""{\""action\"": {\""call_nbr\"": \""WTLSXFPBOOQBGEKCNQUJ\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""53\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_17_53,call_purpose,cti,3696969600,WTLSXFPBOOQBGEKCNQUJ,17,53,1
3697219060,inbound,14,customer_id,"""{\""action\"": {\""call_nbr\"": \""UPAQJJQWMLMBYAVZZXCB\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""194\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_15_194,call_purpose,cti,3696969600,UPAQJJQWMLMBYAVZZXCB,15,194,0
3697219060,inbound,39,customer_id,"""{\""action\"": {\""call_nbr\"": \""UPAQJJQWMLMBYAVZZXCB\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""194\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_15_194,call_purpose,cti,3696969600,UPAQJJQWMLMBYAVZZXCB,15,194,0
3697245314,inbound,23,customer_id,"""{\""action\"": {\""call_nbr\"": \""PBBRXLKBDEKUHZEIXTTH\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_28_80,call_purpose,cti,3696969600,PBBRXLKBDEKUHZEIXTTH,28,80,2
3697245314,inbound,48,customer_id,"""{\""action\"": {\""call_nbr\"": \""PBBRXLKBDEKUHZEIXTTH\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_28_80,call_purpose,cti,3696969600,PBBRXLKBDEKUHZEIXTTH,28,80,2
