action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,amt,currency_code
3697051620,fund,27,customer_id,"""{\""action\"": {\""amt\"": 3543.9143542621555, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,NEQKVTZQRDKBFTWTHSVB,general_purchase,mybank,3696969600,3543.914354,TWD
3697053701,fund,25,customer_id,"""{\""action\"": {\""amt\"": 774.4774911774742, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,JZFCYRXLBOCRPMWYVVDU,general_purchase,mybank,3696969600,774.4774912,TWD
3697053701,fund,50,customer_id,"""{\""action\"": {\""amt\"": 774.4774911774742, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,JZFCYRXLBOCRPMWYVVDU,general_purchase,mybank,3696969600,774.4774912,TWD
3697062998,fund,22,customer_id,"""{\""action\"": {\""amt\"": 95.12701625524774, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,UKIRWVVXZQXUAOZQWHSX,general_purchase,mybank,3696969600,95.12701626,USD
3697062998,fund,47,customer_id,"""{\""action\"": {\""amt\"": 95.12701625524774, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,UKIRWVVXZQXUAOZQWHSX,general_purchase,mybank,3696969600,95.12701626,USD
3697069232,TWD_demand_deposit,23,customer_id,"""{\""action\"": {\""amt\"": 182.34884549287705, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,BKZDRNXRJHZDAJKILDMM,other_payment,mybank,3696969600,182.3488455,USD
3697069232,TWD_demand_deposit,48,customer_id,"""{\""action\"": {\""amt\"": 182.34884549287705, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,BKZDRNXRJHZDAJKILDMM,other_payment,mybank,3696969600,182.3488455,USD
3697071031,TWD_demand_deposit,22,customer_id,"""{\""action\"": {\""amt\"": 317.7673904897979, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,OLHYVJBTWFYWSBGQLGVX,transfer,mybank,3696969600,317.7673905,USD
3697071031,TWD_demand_deposit,47,customer_id,"""{\""action\"": {\""amt\"": 317.7673904897979, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,OLHYVJBTWFYWSBGQLGVX,transfer,mybank,3696969600,317.7673905,USD
3697075110,fund,11,customer_id,"""{\""action\"": {\""amt\"": 944.0742149216196, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,ONQCMBAOMQOKWWZPIGEF,fixed_quota_purchase,mybank,3696969600,944.0742149,USD
3697075110,fund,36,customer_id,"""{\""action\"": {\""amt\"": 944.0742149216196, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,ONQCMBAOMQOKWWZPIGEF,fixed_quota_purchase,mybank,3696969600,944.0742149,USD
3697088761,TWD_demand_deposit,14,customer_id,"""{\""action\"": {\""amt\"": 9.083721346120246, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,YVRURSPAFVQSBDRHXBQC,other_payment,mybank,3696969600,9.083721346,USD
3697088761,TWD_demand_deposit,39,customer_id,"""{\""action\"": {\""amt\"": 9.083721346120246, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,YVRURSPAFVQSBDRHXBQC,other_payment,mybank,3696969600,9.083721346,USD
3697110862,TWD_demand_deposit,2,customer_id,"""{\""action\"": {\""amt\"": 3277.201976898659, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,TGPVYFXRKRGOCOIVSSPR,transfer,mybank,3696969600,3277.201977,TWD
3697110862,TWD_demand_deposit,27,customer_id,"""{\""action\"": {\""amt\"": 3277.201976898659, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,TGPVYFXRKRGOCOIVSSPR,transfer,mybank,3696969600,3277.201977,TWD
3697127734,fund,8,customer_id,"""{\""action\"": {\""amt\"": 4466.164093761476, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,WLNLUEJNXJOTEZIJFILC,general_purchase,mybank,3696969600,4466.164094,TWD
3697127734,fund,33,customer_id,"""{\""action\"": {\""amt\"": 4466.164093761476, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,WLNLUEJNXJOTEZIJFILC,general_purchase,mybank,3696969600,4466.164094,TWD
3697167762,TWD_demand_deposit,23,customer_id,"""{\""action\"": {\""amt\"": 1254.2825894456782, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,ULMMXZUXQIBHGTHOAFNO,transfer,mybank,3696969600,1254.282589,USD
3697167762,TWD_demand_deposit,48,customer_id,"""{\""action\"": {\""amt\"": 1254.2825894456782, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,ULMMXZUXQIBHGTHOAFNO,transfer,mybank,3696969600,1254.282589,USD
3697171611,fund,9,customer_id,"""{\""action\"": {\""amt\"": 621.791679397793, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,FGMLYTKCDURAJBWIDUFK,fixed_quota_purchase,mybank,3696969600,621.7916794,USD
3697171611,fund,34,customer_id,"""{\""action\"": {\""amt\"": 621.791679397793, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,FGMLYTKCDURAJBWIDUFK,fixed_quota_purchase,mybank,3696969600,621.7916794,USD
3697191996,TWD_demand_deposit,5,customer_id,"""{\""action\"": {\""amt\"": 576.8546144534487, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,OEYNRTVYJFXQPGXRNCTG,transfer,mybank,3696969600,576.8546145,TWD
3697191996,TWD_demand_deposit,30,customer_id,"""{\""action\"": {\""amt\"": 576.8546144534487, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,OEYNRTVYJFXQPGXRNCTG,transfer,mybank,3696969600,576.8546145,TWD
3697210560,fund,23,customer_id,"""{\""action\"": {\""amt\"": 139.3475245167297, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,PMKHOMSENMDCBBVEUILW,fixed_quota_purchase,mybank,3696969600,139.3475245,USD
3697210560,fund,48,customer_id,"""{\""action\"": {\""amt\"": 139.3475245167297, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,PMKHOMSENMDCBBVEUILW,fixed_quota_purchase,mybank,3696969600,139.3475245,USD
3697218981,fund,17,customer_id,"""{\""action\"": {\""amt\"": 583.2274712050668, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,HWCWSDVTYFTUQKXGVCKH,general_purchase,mybank,3696969600,583.2274712,USD
3697218981,fund,42,customer_id,"""{\""action\"": {\""amt\"": 583.2274712050668, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,HWCWSDVTYFTUQKXGVCKH,general_purchase,mybank,3696969600,583.2274712,USD
3697219894,fund,11,customer_id,"""{\""action\"": {\""amt\"": 416.6871378150272, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,LWVWUXBSVHLNZPILHQAG,fixed_quota_purchase,mybank,3696969600,416.6871378,USD
3697219894,fund,36,customer_id,"""{\""action\"": {\""amt\"": 416.6871378150272, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,LWVWUXBSVHLNZPILHQAG,fixed_quota_purchase,mybank,3696969600,416.6871378,USD
3697231321,fund,17,customer_id,"""{\""action\"": {\""amt\"": 1111.6543786341024, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,LNRKVIYOMURNJJHIRJHI,fixed_quota_purchase,mybank,3696969600,1111.654379,USD
3697231321,fund,42,customer_id,"""{\""action\"": {\""amt\"": 1111.6543786341024, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,LNRKVIYOMURNJJHIRJHI,fixed_quota_purchase,mybank,3696969600,1111.654379,USD
3697235511,TWD_demand_deposit,21,customer_id,"""{\""action\"": {\""amt\"": 724.6361503652043, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,YMBPOKWENXMVVHKMJULQ,other_payment,mybank,3696969600,724.6361504,USD
3697235511,TWD_demand_deposit,46,customer_id,"""{\""action\"": {\""amt\"": 724.6361503652043, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,YMBPOKWENXMVVHKMJULQ,other_payment,mybank,3696969600,724.6361504,USD
3697237368,TWD_demand_deposit,2,customer_id,"""{\""action\"": {\""amt\"": 840.5000356139359, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,YIYSDYAMPVLOVFJSHHCT,transfer,mybank,3696969600,840.5000356,USD
3697237368,TWD_demand_deposit,27,customer_id,"""{\""action\"": {\""amt\"": 840.5000356139359, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,YIYSDYAMPVLOVFJSHHCT,transfer,mybank,3696969600,840.5000356,USD
3697238118,fund,23,customer_id,"""{\""action\"": {\""amt\"": 56.17553072313362, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,KBCTIEYPGOEOOPIIOPEM,fixed_quota_purchase,mybank,3696969600,56.17553072,TWD
3697238118,fund,48,customer_id,"""{\""action\"": {\""amt\"": 56.17553072313362, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,KBCTIEYPGOEOOPIIOPEM,fixed_quota_purchase,mybank,3696969600,56.17553072,TWD
3697247908,fund,22,customer_id,"""{\""action\"": {\""amt\"": 135.91608089639945, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,HPWTFNPSMXEMZBWYXRKO,general_purchase,mybank,3696969600,135.9160809,TWD
3697247908,fund,47,customer_id,"""{\""action\"": {\""amt\"": 135.91608089639945, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,HPWTFNPSMXEMZBWYXRKO,general_purchase,mybank,3696969600,135.9160809,TWD
3697252322,TWD_demand_deposit,5,customer_id,"""{\""action\"": {\""amt\"": 532.5619479185304, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,FPXGRNWFWRFVMZWWMAOA,transfer,mybank,3696969600,532.5619479,TWD
3697252322,TWD_demand_deposit,30,customer_id,"""{\""action\"": {\""amt\"": 532.5619479185304, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,FPXGRNWFWRFVMZWWMAOA,transfer,mybank,3696969600,532.5619479,TWD
3697253023,fund,6,customer_id,"""{\""action\"": {\""amt\"": 453.5091825910572, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,ACFEGFLCFPUBXQPMEEBU,fixed_quota_purchase,mybank,3696969600,453.5091826,USD
3697253023,fund,31,customer_id,"""{\""action\"": {\""amt\"": 453.5091825910572, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,ACFEGFLCFPUBXQPMEEBU,fixed_quota_purchase,mybank,3696969600,453.5091826,USD
3697253978,TWD_demand_deposit,12,customer_id,"""{\""action\"": {\""amt\"": 176.9664570283504, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,DMVUAFPKBFAIENYETOLY,transfer,mybank,3696969600,176.966457,USD
3697253978,TWD_demand_deposit,37,customer_id,"""{\""action\"": {\""amt\"": 176.9664570283504, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,DMVUAFPKBFAIENYETOLY,transfer,mybank,3696969600,176.966457,USD
3697263497,fund,16,customer_id,"""{\""action\"": {\""amt\"": 247.16807012969608, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,IZEEQYFSTTEWOAAMGICG,general_purchase,mybank,3696969600,247.1680701,USD
3697263497,fund,41,customer_id,"""{\""action\"": {\""amt\"": 247.16807012969608, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,IZEEQYFSTTEWOAAMGICG,general_purchase,mybank,3696969600,247.1680701,USD
3697281746,fund,21,customer_id,"""{\""action\"": {\""amt\"": 483.5494500072643, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,OKCMWHACBLMDGOWQZNAK,fixed_quota_purchase,mybank,3696969600,483.54945,TWD
3697281746,fund,46,customer_id,"""{\""action\"": {\""amt\"": 483.5494500072643, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,OKCMWHACBLMDGOWQZNAK,fixed_quota_purchase,mybank,3696969600,483.54945,TWD
3697282175,TWD_demand_deposit,15,customer_id,"""{\""action\"": {\""amt\"": 1217.3826954560193, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,FYJIASTFHODPQSZFYYUM,other_payment,mybank,3696969600,1217.382695,USD
3697282175,TWD_demand_deposit,40,customer_id,"""{\""action\"": {\""amt\"": 1217.3826954560193, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,FYJIASTFHODPQSZFYYUM,other_payment,mybank,3696969600,1217.382695,USD
3697286835,TWD_demand_deposit,24,customer_id,"""{\""action\"": {\""amt\"": 546.8164765203933, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,COEOTWTHLVOMGBREUUXX,other_payment,mybank,3696969600,546.8164765,USD
3697286835,TWD_demand_deposit,49,customer_id,"""{\""action\"": {\""amt\"": 546.8164765203933, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,COEOTWTHLVOMGBREUUXX,other_payment,mybank,3696969600,546.8164765,USD
3697300160,fund,2,customer_id,"""{\""action\"": {\""amt\"": 2512.590699440258, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,QJJQWMLMBYAVZZXCBKWR,general_purchase,mybank,3696969600,2512.590699,TWD
3697300160,fund,27,customer_id,"""{\""action\"": {\""amt\"": 2512.590699440258, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,QJJQWMLMBYAVZZXCBKWR,general_purchase,mybank,3696969600,2512.590699,TWD
3697302065,TWD_demand_deposit,24,customer_id,"""{\""action\"": {\""amt\"": 844.1097296724142, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,YPVYBBQIMAOFFJUEEDPS,credit_card_payment,mybank,3696969600,844.1097297,USD
3697302065,TWD_demand_deposit,49,customer_id,"""{\""action\"": {\""amt\"": 844.1097296724142, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,YPVYBBQIMAOFFJUEEDPS,credit_card_payment,mybank,3696969600,844.1097297,USD
3697304880,fund,21,customer_id,"""{\""action\"": {\""amt\"": 1142.598200103356, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,QJCQYKWFXLCBZUHOYDDO,fixed_quota_purchase,mybank,3696969600,1142.5982,TWD
3697304880,fund,46,customer_id,"""{\""action\"": {\""amt\"": 1142.598200103356, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,QJCQYKWFXLCBZUHOYDDO,fixed_quota_purchase,mybank,3696969600,1142.5982,TWD
3697312837,fund,12,customer_id,"""{\""action\"": {\""amt\"": 1408.1362466474568, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,GJOEOZBAMQXKTCVMYITQ,general_purchase,mybank,3696969600,1408.136247,TWD
3697312837,fund,37,customer_id,"""{\""action\"": {\""amt\"": 1408.1362466474568, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,GJOEOZBAMQXKTCVMYITQ,general_purchase,mybank,3696969600,1408.136247,TWD
3697321967,fund,1,customer_id,"""{\""action\"": {\""amt\"": 91.474572845663, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,SDLVBDHYUISVGAZYIEIN,fixed_quota_purchase,mybank,3696969600,91.47457285,TWD
3697321967,fund,26,customer_id,"""{\""action\"": {\""amt\"": 91.474572845663, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,SDLVBDHYUISVGAZYIEIN,fixed_quota_purchase,mybank,3696969600,91.47457285,TWD
3697335070,TWD_demand_deposit,5,customer_id,"""{\""action\"": {\""amt\"": 906.2734719771986, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,SLITDFASOAXLZHAFLKDO,transfer,mybank,3696969600,906.273472,TWD
3697335070,TWD_demand_deposit,30,customer_id,"""{\""action\"": {\""amt\"": 906.2734719771986, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,SLITDFASOAXLZHAFLKDO,transfer,mybank,3696969600,906.273472,TWD
3697335484,TWD_demand_deposit,24,customer_id,"""{\""action\"": {\""amt\"": 5.296589675392475, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,DQEBYLYYUEMZTSXKXBAI,transfer,mybank,3696969600,5.296589675,TWD
3697335484,TWD_demand_deposit,49,customer_id,"""{\""action\"": {\""amt\"": 5.296589675392475, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,DQEBYLYYUEMZTSXKXBAI,transfer,mybank,3696969600,5.296589675,TWD
3697335759,TWD_demand_deposit,5,customer_id,"""{\""action\"": {\""amt\"": 102.90446396051082, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,AVREYITRFUODRDEURFCY,transfer,mybank,3696969600,102.904464,USD
3697335759,TWD_demand_deposit,30,customer_id,"""{\""action\"": {\""amt\"": 102.90446396051082, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,AVREYITRFUODRDEURFCY,transfer,mybank,3696969600,102.904464,USD
3697358507,TWD_demand_deposit,8,customer_id,"""{\""action\"": {\""amt\"": 547.8807404574725, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,HSAJRGXBLYHDHEZHNDDM,transfer,mybank,3696969600,547.8807405,USD
3697358507,TWD_demand_deposit,33,customer_id,"""{\""action\"": {\""amt\"": 547.8807404574725, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,HSAJRGXBLYHDHEZHNDDM,transfer,mybank,3696969600,547.8807405,USD
3697366485,TWD_demand_deposit,22,customer_id,"""{\""action\"": {\""amt\"": 2292.0022143176525, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,NAAYBEVPINTVZDRQPIOB,other_payment,mybank,3696969600,2292.002214,TWD
3697366485,TWD_demand_deposit,47,customer_id,"""{\""action\"": {\""amt\"": 2292.0022143176525, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,NAAYBEVPINTVZDRQPIOB,other_payment,mybank,3696969600,2292.002214,TWD
3697366893,fund,9,customer_id,"""{\""action\"": {\""amt\"": 515.2739767362381, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,ENSCSJOFRLDQKRWAEEBJ,fixed_quota_purchase,mybank,3696969600,515.2739767,USD
3697366893,fund,34,customer_id,"""{\""action\"": {\""amt\"": 515.2739767362381, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,ENSCSJOFRLDQKRWAEEBJ,fixed_quota_purchase,mybank,3696969600,515.2739767,USD
3697369532,TWD_demand_deposit,11,customer_id,"""{\""action\"": {\""amt\"": 115.58075808501499, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,XZVXFOEYTMBNZYQKLLZI,other_payment,mybank,3696969600,115.5807581,TWD
3697369532,TWD_demand_deposit,36,customer_id,"""{\""action\"": {\""amt\"": 115.58075808501499, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,XZVXFOEYTMBNZYQKLLZI,other_payment,mybank,3696969600,115.5807581,TWD
3697374710,TWD_demand_deposit,7,customer_id,"""{\""action\"": {\""amt\"": 181.42296039282434, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,EVLBUSJJMSDGNQSTSTVT,transfer,mybank,3696969600,181.4229604,TWD
3697374710,TWD_demand_deposit,32,customer_id,"""{\""action\"": {\""amt\"": 181.42296039282434, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,EVLBUSJJMSDGNQSTSTVT,transfer,mybank,3696969600,181.4229604,TWD
3697380482,TWD_demand_deposit,15,customer_id,"""{\""action\"": {\""amt\"": 481.67173111480173, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,CHAPIXJVJMSMHHHWXYGZ,credit_card_payment,mybank,3696969600,481.6717311,USD
3697380482,TWD_demand_deposit,40,customer_id,"""{\""action\"": {\""amt\"": 481.67173111480173, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,CHAPIXJVJMSMHHHWXYGZ,credit_card_payment,mybank,3696969600,481.6717311,USD
3697382730,TWD_demand_deposit,21,customer_id,"""{\""action\"": {\""amt\"": 1361.8580724765557, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,OKNJXZZDOTPPWUMYQDGF,other_payment,mybank,3696969600,1361.858072,USD
3697382730,TWD_demand_deposit,46,customer_id,"""{\""action\"": {\""amt\"": 1361.8580724765557, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,OKNJXZZDOTPPWUMYQDGF,other_payment,mybank,3696969600,1361.858072,USD
3697390234,fund,14,customer_id,"""{\""action\"": {\""amt\"": 177.18896174869818, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,KZADUAAGWJNVQHSWVAFC,fixed_quota_purchase,mybank,3696969600,177.1889617,TWD
3697390234,fund,39,customer_id,"""{\""action\"": {\""amt\"": 177.18896174869818, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,KZADUAAGWJNVQHSWVAFC,fixed_quota_purchase,mybank,3696969600,177.1889617,TWD
3697395261,fund,8,customer_id,"""{\""action\"": {\""amt\"": 260.7081293405767, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,NDZWXQDCSXSFGEEUGWXC,general_purchase,mybank,3696969600,260.7081293,USD
3697395261,fund,33,customer_id,"""{\""action\"": {\""amt\"": 260.7081293405767, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,NDZWXQDCSXSFGEEUGWXC,general_purchase,mybank,3696969600,260.7081293,USD
3697399267,fund,16,customer_id,"""{\""action\"": {\""amt\"": 393.579920672638, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,AOGQNDTAQJBJFAODFSON,fixed_quota_purchase,mybank,3696969600,393.5799207,USD
3697399267,fund,41,customer_id,"""{\""action\"": {\""amt\"": 393.579920672638, \""currency_code\"": \""USD\""}}"",3696969600",MMB,digital,AOGQNDTAQJBJFAODFSON,fixed_quota_purchase,mybank,3696969600,393.5799207,USD
3697401295,TWD_demand_deposit,6,customer_id,"""{\""action\"": {\""amt\"": 312.4226482533995, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,NCXXQQHRQQHIDRVYWMNO,other_payment,mybank,3696969600,312.4226483,USD
3697401295,TWD_demand_deposit,31,customer_id,"""{\""action\"": {\""amt\"": 312.4226482533995, \""currency_code\"": \""USD\""}}"",3696969600",MyBank,digital,NCXXQQHRQQHIDRVYWMNO,other_payment,mybank,3696969600,312.4226483,USD
3697417601,TWD_demand_deposit,6,customer_id,"""{\""action\"": {\""amt\"": 58.15540406269767, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,NUKIVRWWQNYWKRFUMKLG,credit_card_payment,mybank,3696969600,58.15540406,TWD
3697417601,TWD_demand_deposit,31,customer_id,"""{\""action\"": {\""amt\"": 58.15540406269767, \""currency_code\"": \""TWD\""}}"",3696969600",MyBank,digital,NUKIVRWWQNYWKRFUMKLG,credit_card_payment,mybank,3696969600,58.15540406,TWD
3697421282,TWD_demand_deposit,14,customer_id,"""{\""action\"": {\""amt\"": 747.2712450692845, \""currency_code\"": \""TWD\""}}"",3696969600",MMB,digital,JZSZLVQIPWPOROOHKONN,transfer,mybank,3696969600,747.2712451,TWD
