action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,txn_amt,original_currency_code,merchant_category_code,card_type,card_level
3696981121,purchase_consumption,8,customer_id,"""{\""action\"": {\""txn_amt\"": 149.06814789786415, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""0RRC2\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",ZQSVQQCIAQEYVZQGFOYE,credit_card,OXJGZVJBTPHMVGOCWMAU,merchant_nbr,cc_txn,3696969600,149.0681479,TWD,0RRC2,C,5
3696981121,purchase_consumption,33,customer_id,"""{\""action\"": {\""txn_amt\"": 149.06814789786415, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""0RRC2\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",ZQSVQQCIAQEYVZQGFOYE,credit_card,OXJGZVJBTPHMVGOCWMAU,merchant_nbr,cc_txn,3696969600,149.0681479,TWD,0RRC2,C,5
3696986526,purchase_consumption,8,customer_id,"""{\""action\"": {\""txn_amt\"": 196.576844210727, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08049\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",GCUFTGSMQTPODQSCEZTJ,credit_card,EDQZWBDMHYSVKMPIRBUM,merchant_nbr,cc_txn,3696969600,196.5768442,TWD,8049,C,5
3696986526,purchase_consumption,33,customer_id,"""{\""action\"": {\""txn_amt\"": 196.576844210727, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08049\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",GCUFTGSMQTPODQSCEZTJ,credit_card,EDQZWBDMHYSVKMPIRBUM,merchant_nbr,cc_txn,3696969600,196.5768442,TWD,8049,C,5
3696989753,purchase_consumption,22,customer_id,"""{\""action\"": {\""txn_amt\"": 511.9181939463756, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""04225\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",YWLVNGFSWFZZMXBZHMYX,credit_card,UOPGOQWMIGWCNAWKADTC,merchant_nbr,cc_txn,3696969600,511.9181939,TWD,4225,A,4
3696989753,purchase_consumption,47,customer_id,"""{\""action\"": {\""txn_amt\"": 511.9181939463756, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""04225\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",YWLVNGFSWFZZMXBZHMYX,credit_card,UOPGOQWMIGWCNAWKADTC,merchant_nbr,cc_txn,3696969600,511.9181939,TWD,4225,A,4
3696994580,cash_advance,8,customer_id,"""{\""action\"": {\""txn_amt\"": 590.4843244702274, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05072\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",VJCJETLBJVOFMQRZOGGI,credit_card,QSJZWKEVQKMGTPFDHLXT,merchant_nbr,cc_txn,3696969600,590.4843245,TWD,5072,E,3
3696994580,cash_advance,33,customer_id,"""{\""action\"": {\""txn_amt\"": 590.4843244702274, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05072\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",VJCJETLBJVOFMQRZOGGI,credit_card,QSJZWKEVQKMGTPFDHLXT,merchant_nbr,cc_txn,3696969600,590.4843245,TWD,5072,E,3
3696996359,purchase_consumption,15,customer_id,"""{\""action\"": {\""txn_amt\"": 565.2514173532202, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07995\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""3\""}}"",3696969600",RLEALGIYVOSVFTJXLENE,credit_card,USISZAVDTGNJMXTHWYKJ,merchant_nbr,cc_txn,3696969600,565.2514174,TWD,7995,D,3
3696996359,purchase_consumption,40,customer_id,"""{\""action\"": {\""txn_amt\"": 565.2514173532202, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07995\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""3\""}}"",3696969600",RLEALGIYVOSVFTJXLENE,credit_card,USISZAVDTGNJMXTHWYKJ,merchant_nbr,cc_txn,3696969600,565.2514174,TWD,7995,D,3
3696996945,purchase_consumption,4,customer_id,"""{\""action\"": {\""txn_amt\"": 426.2083641910219, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03064\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""6\""}}"",3696969600",OQLCHKEZWXOFFNZNLJKA,credit_card,EVRGGAFVUNBBAONARXYH,merchant_nbr,cc_txn,3696969600,426.2083642,TWD,3064,C,6
3696996945,purchase_consumption,29,customer_id,"""{\""action\"": {\""txn_amt\"": 426.2083641910219, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03064\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""6\""}}"",3696969600",OQLCHKEZWXOFFNZNLJKA,credit_card,EVRGGAFVUNBBAONARXYH,merchant_nbr,cc_txn,3696969600,426.2083642,TWD,3064,C,6
3696997522,purchase_consumption,25,customer_id,"""{\""action\"": {\""txn_amt\"": 1275.4053750786325, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07629\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""3\""}}"",3696969600",WRXETJVTKMIHBNHHRIBW,credit_card,QPBOQLMXSTDPVHYWHUSA,merchant_nbr,cc_txn,3696969600,1275.405375,TWD,7629,C,3
3696997522,purchase_consumption,50,customer_id,"""{\""action\"": {\""txn_amt\"": 1275.4053750786325, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07629\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""3\""}}"",3696969600",WRXETJVTKMIHBNHHRIBW,credit_card,QPBOQLMXSTDPVHYWHUSA,merchant_nbr,cc_txn,3696969600,1275.405375,TWD,7629,C,3
3696998535,cash_advance,19,customer_id,"""{\""action\"": {\""txn_amt\"": 1228.739028848762, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03351\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",YTBSTRKHKVIOVZOKJCCU,credit_card,IIEATYRFNHPIKJQQFZCL,merchant_nbr,cc_txn,3696969600,1228.739029,TWD,3351,E,3
3696998535,cash_advance,44,customer_id,"""{\""action\"": {\""txn_amt\"": 1228.739028848762, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03351\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",YTBSTRKHKVIOVZOKJCCU,credit_card,IIEATYRFNHPIKJQQFZCL,merchant_nbr,cc_txn,3696969600,1228.739029,TWD,3351,E,3
3697000162,purchase_consumption,12,customer_id,"""{\""action\"": {\""txn_amt\"": 197.2354225548632, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03066\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",HOIALTQHGWJSDQFFHDYW,credit_card,COMHNGJBRECQADKSHWGV,merchant_nbr,cc_txn,3696969600,197.2354226,TWD,3066,A,4
3697000162,purchase_consumption,37,customer_id,"""{\""action\"": {\""txn_amt\"": 197.2354225548632, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03066\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",HOIALTQHGWJSDQFFHDYW,credit_card,COMHNGJBRECQADKSHWGV,merchant_nbr,cc_txn,3696969600,197.2354226,TWD,3066,A,4
3697000650,purchase_consumption,6,customer_id,"""{\""action\"": {\""txn_amt\"": 389.6931476765592, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""09311\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",MNLTMMDZEXTZPSSNWQRC,credit_card,BDGOELBVSKCTMAMMGPTE,merchant_nbr,cc_txn,3696969600,389.6931477,TWD,9311,E,3
3697000650,purchase_consumption,31,customer_id,"""{\""action\"": {\""txn_amt\"": 389.6931476765592, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""09311\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",MNLTMMDZEXTZPSSNWQRC,credit_card,BDGOELBVSKCTMAMMGPTE,merchant_nbr,cc_txn,3696969600,389.6931477,TWD,9311,E,3
3697001029,cash_advance,8,customer_id,"""{\""action\"": {\""txn_amt\"": 312.1579672267321, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07922\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""1\""}}"",3696969600",LVFDKFGMSGHBKRZGCKLL,credit_card,GLUBTOAJJTGTJUQNCOYU,merchant_nbr,cc_txn,3696969600,312.1579672,TWD,7922,E,1
3697001029,cash_advance,33,customer_id,"""{\""action\"": {\""txn_amt\"": 312.1579672267321, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07922\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""1\""}}"",3696969600",LVFDKFGMSGHBKRZGCKLL,credit_card,GLUBTOAJJTGTJUQNCOYU,merchant_nbr,cc_txn,3696969600,312.1579672,TWD,7922,E,1
3697001676,purchase_consumption,5,customer_id,"""{\""action\"": {\""txn_amt\"": 456.2238621813189, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05912\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",EJDNJERJMICOYFEOFVGO,credit_card,XGOEKXISJBQDIBUAAAUG,merchant_nbr,cc_txn,3696969600,456.2238622,TWD,5912,D,4
3697001676,purchase_consumption,30,customer_id,"""{\""action\"": {\""txn_amt\"": 456.2238621813189, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05912\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",EJDNJERJMICOYFEOFVGO,credit_card,XGOEKXISJBQDIBUAAAUG,merchant_nbr,cc_txn,3696969600,456.2238622,TWD,5912,D,4
3697002303,cash_advance,20,customer_id,"""{\""action\"": {\""txn_amt\"": 1040.0263873618828, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03723\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",ZCXANAUBYNBUPKJGVJUS,credit_card,JTVSFYFWUXQCIKIAGSXG,merchant_nbr,cc_txn,3696969600,1040.026387,TWD,3723,C,5
3697002303,cash_advance,45,customer_id,"""{\""action\"": {\""txn_amt\"": 1040.0263873618828, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03723\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",ZCXANAUBYNBUPKJGVJUS,credit_card,JTVSFYFWUXQCIKIAGSXG,merchant_nbr,cc_txn,3696969600,1040.026387,TWD,3723,C,5
3697003483,purchase_consumption,21,customer_id,"""{\""action\"": {\""txn_amt\"": 1301.8292423407092, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03812\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""4\""}}"",3696969600",ETWSVQNFMYFMMAJZLFFB,credit_card,TRPXGIXDHQMLQYJLADNB,merchant_nbr,cc_txn,3696969600,1301.829242,TWD,3812,B,4
3697003483,purchase_consumption,46,customer_id,"""{\""action\"": {\""txn_amt\"": 1301.8292423407092, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03812\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""4\""}}"",3696969600",ETWSVQNFMYFMMAJZLFFB,credit_card,TRPXGIXDHQMLQYJLADNB,merchant_nbr,cc_txn,3696969600,1301.829242,TWD,3812,B,4
3697006275,purchase_consumption,15,customer_id,"""{\""action\"": {\""txn_amt\"": 303.40849694516436, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03245\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""4\""}}"",3696969600",BYVGBWRQIFLNTDWHEDIQ,credit_card,IZRENJGBPOPOHNIYNBZA,merchant_nbr,cc_txn,3696969600,303.4084969,TWD,3245,B,4
3697006275,purchase_consumption,40,customer_id,"""{\""action\"": {\""txn_amt\"": 303.40849694516436, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03245\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""4\""}}"",3696969600",BYVGBWRQIFLNTDWHEDIQ,credit_card,IZRENJGBPOPOHNIYNBZA,merchant_nbr,cc_txn,3696969600,303.4084969,TWD,3245,B,4
3697014368,purchase_consumption,9,customer_id,"""{\""action\"": {\""txn_amt\"": 412.9995179696148, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03512\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",BKBXBMDFFLFRSSIBIGUQ,credit_card,QASOXRAKLLTAOZNCFFJP,merchant_nbr,cc_txn,3696969600,412.999518,TWD,3512,C,4
3697014368,purchase_consumption,34,customer_id,"""{\""action\"": {\""txn_amt\"": 412.9995179696148, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03512\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",BKBXBMDFFLFRSSIBIGUQ,credit_card,QASOXRAKLLTAOZNCFFJP,merchant_nbr,cc_txn,3696969600,412.999518,TWD,3512,C,4
3697014372,purchase_consumption,7,customer_id,"""{\""action\"": {\""txn_amt\"": 484.50865584971683, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03389\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",XUYXBZNUSDCHRLOMFPGD,credit_card,KBNUQCDTDHNIJYJLJZJI,merchant_nbr,cc_txn,3696969600,484.5086558,TWD,3389,A,4
3697014372,purchase_consumption,32,customer_id,"""{\""action\"": {\""txn_amt\"": 484.50865584971683, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03389\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",XUYXBZNUSDCHRLOMFPGD,credit_card,KBNUQCDTDHNIJYJLJZJI,merchant_nbr,cc_txn,3696969600,484.5086558,TWD,3389,A,4
3697019382,cash_advance,12,customer_id,"""{\""action\"": {\""txn_amt\"": 1579.5511693251415, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07221\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""3\""}}"",3696969600",QTQJGIIAATJXAGBHUPHO,credit_card,MOSWXEDKPHPBKWFOCWEK,merchant_nbr,cc_txn,3696969600,1579.551169,TWD,7221,B,3
3697019382,cash_advance,37,customer_id,"""{\""action\"": {\""txn_amt\"": 1579.5511693251415, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07221\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""3\""}}"",3696969600",QTQJGIIAATJXAGBHUPHO,credit_card,MOSWXEDKPHPBKWFOCWEK,merchant_nbr,cc_txn,3696969600,1579.551169,TWD,7221,B,3
3697020082,purchase_consumption,22,customer_id,"""{\""action\"": {\""txn_amt\"": 222.46482712277776, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03831\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""3\""}}"",3696969600",VCNBUNQUVOZRVIKTKJMX,credit_card,WRIWSVTJUGPNSMQQGQEZ,merchant_nbr,cc_txn,3696969600,222.4648271,TWD,3831,D,3
3697020082,purchase_consumption,47,customer_id,"""{\""action\"": {\""txn_amt\"": 222.46482712277776, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03831\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""3\""}}"",3696969600",VCNBUNQUVOZRVIKTKJMX,credit_card,WRIWSVTJUGPNSMQQGQEZ,merchant_nbr,cc_txn,3696969600,222.4648271,TWD,3831,D,3
3697021724,cash_advance,15,customer_id,"""{\""action\"": {\""txn_amt\"": 3.7204183447367947, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07299\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""3\""}}"",3696969600",ITUQFVRPTSDGFXDUCMOL,credit_card,CPELUHOSMWBUVVIDRHCW,merchant_nbr,cc_txn,3696969600,3.720418345,TWD,7299,B,3
3697021724,cash_advance,40,customer_id,"""{\""action\"": {\""txn_amt\"": 3.7204183447367947, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07299\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""3\""}}"",3696969600",ITUQFVRPTSDGFXDUCMOL,credit_card,CPELUHOSMWBUVVIDRHCW,merchant_nbr,cc_txn,3696969600,3.720418345,TWD,7299,B,3
3697022575,purchase_consumption,22,customer_id,"""{\""action\"": {\""txn_amt\"": 2932.8746323729824, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05631\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""3\""}}"",3696969600",MCDBPMREQPZWOQWKAIDR,credit_card,HUQVRCTOPBATQXZKTZPQ,merchant_nbr,cc_txn,3696969600,2932.874632,TWD,5631,A,3
3697022575,purchase_consumption,47,customer_id,"""{\""action\"": {\""txn_amt\"": 2932.8746323729824, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05631\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""3\""}}"",3696969600",MCDBPMREQPZWOQWKAIDR,credit_card,HUQVRCTOPBATQXZKTZPQ,merchant_nbr,cc_txn,3696969600,2932.874632,TWD,5631,A,3
3697023174,purchase_consumption,14,customer_id,"""{\""action\"": {\""txn_amt\"": 1118.575612986423, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03004\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",JYVJDYBEZXPQYYTMNBEQ,credit_card,TBZLRDKEWYWGZBIPOYHA,merchant_nbr,cc_txn,3696969600,1118.575613,TWD,3004,C,4
3697023174,purchase_consumption,39,customer_id,"""{\""action\"": {\""txn_amt\"": 1118.575612986423, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03004\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",JYVJDYBEZXPQYYTMNBEQ,credit_card,TBZLRDKEWYWGZBIPOYHA,merchant_nbr,cc_txn,3696969600,1118.575613,TWD,3004,C,4
3697023967,purchase_consumption,7,customer_id,"""{\""action\"": {\""txn_amt\"": 951.9689951768784, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08211\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",PETGORPBDCTYCKCJJCHR,credit_card,JCSRUGOBGZBIIJYJKDLA,merchant_nbr,cc_txn,3696969600,951.9689952,TWD,8211,E,4
3697023967,purchase_consumption,32,customer_id,"""{\""action\"": {\""txn_amt\"": 951.9689951768784, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08211\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",PETGORPBDCTYCKCJJCHR,credit_card,JCSRUGOBGZBIIJYJKDLA,merchant_nbr,cc_txn,3696969600,951.9689952,TWD,8211,E,4
3697024081,purchase_consumption,15,customer_id,"""{\""action\"": {\""txn_amt\"": 162.920955199848, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05139\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""3\""}}"",3696969600",GERPOUSFZHDDOJSKAJGJ,credit_card,XUSXWXTTEPPGDUGOISML,merchant_nbr,cc_txn,3696969600,162.9209552,TWD,5139,B,3
3697024081,purchase_consumption,40,customer_id,"""{\""action\"": {\""txn_amt\"": 162.920955199848, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05139\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""3\""}}"",3696969600",GERPOUSFZHDDOJSKAJGJ,credit_card,XUSXWXTTEPPGDUGOISML,merchant_nbr,cc_txn,3696969600,162.9209552,TWD,5139,B,3
3697025906,purchase_consumption,16,customer_id,"""{\""action\"": {\""txn_amt\"": 1607.1824350933048, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05193\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",WXBPNBYZTLJUNBEGQPVY,credit_card,ZZDODDNPSLJWPVBDOBOA,merchant_nbr,cc_txn,3696969600,1607.182435,TWD,5193,C,5
3697025906,purchase_consumption,41,customer_id,"""{\""action\"": {\""txn_amt\"": 1607.1824350933048, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05193\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",WXBPNBYZTLJUNBEGQPVY,credit_card,ZZDODDNPSLJWPVBDOBOA,merchant_nbr,cc_txn,3696969600,1607.182435,TWD,5193,C,5
3697030447,purchase_consumption,10,customer_id,"""{\""action\"": {\""txn_amt\"": 538.9802489353655, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03617\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""5\""}}"",3696969600",PCYOSIJNXJOFOZWQYBTP,credit_card,ELNYRJZHEHQDALHWTUKE,merchant_nbr,cc_txn,3696969600,538.9802489,TWD,3617,E,5
3697030447,purchase_consumption,35,customer_id,"""{\""action\"": {\""txn_amt\"": 538.9802489353655, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03617\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""5\""}}"",3696969600",PCYOSIJNXJOFOZWQYBTP,credit_card,ELNYRJZHEHQDALHWTUKE,merchant_nbr,cc_txn,3696969600,538.9802489,TWD,3617,E,5
